"언어","종류","게시판","idx","제목","카테고리","날짜","본문길이","이미지수","첨부수"
"ru","social","social_ru","107","2019жыл 1-июнь балдардын эл аралык кунун дуйно жузундо 1949 жылдан бери белгиленсе биздин 'Жаркын Кыргызстан'долбоору Акордо Акорго конуштарында 2017 жылдан бери белгилеп келет","Child Health","2023-02-14","471","2","0"
"ru","social","social_ru","108","Бүгүн, 2019-07-07да Жаркын Кыргызстан долбоорунун специалисттер командасы жана 11-чи GLP командасы Инчон аэропорттон Кыргызстанга сапар алды","Child Health","2023-02-14","425","2","0"
"ru","social","social_ru","109","Кыргызстанга келген Жаркын Кыргызстан проектисинин өкүлдөрү жана мониторинг командасы өз ишин жолугушуулардан баштады!","Child Health","2023-02-14","125","2","0"
"ru","social","social_ru","11","Активисттердин тренинги","Child Health","2023-02-10","30","1","0"
"ru","social","social_ru","110","Жаркын Кыргызстан глобалдык билим берүү Семинардын алкагында КГМА ВСО кафедрасынын потенциалын жогорулатуу боюнча стратегиялык план тууралуу сүйлөшүүлөр өттү","Child Health","2023-02-14","314","2","0"
"ru","social","social_ru","111","7-чи июль 2019-жыл, КР Саламаттыкты сактоо министирлигинде жыйын","Child Health","2023-02-14","238","2","0"
"ru","social","social_ru","112","10-чу июль 2019-жыл РЦУЗда жыйын","Child Health","2023-02-14","161","2","0"
"ru","social","social_ru","113","КГМАда Балдардын ден соолугу жана медайымдык иш окуусу жөнүндө эл аралык конференция болуп өттү","Child Health","2023-02-14","266","2","0"
"ru","social","social_ru","114","11-чи июль 2019-жыл Жаркын Кыргызстан жана мониторинг жүргүзүү командасы абдан жемиштүү күн өткөрүштү","Child Health","2023-02-14","250","2","0"
"ru","social","social_ru","115","Бүгүн КММАда экинчи ирет семинар өткөрүлдү","Child Health","2023-02-14","276","2","0"
"ru","social","social_ru","116","Жайкы мектептин эң маанилүү күнү 'Маданият алмашуу күнү' 2019-жылдын 13 июдунда болуп өттү.","Child Health","2023-02-14","196","2","0"
"ru","social","social_ru","117","15-чи июль Ак-Ордо, 16-июль Ак-Өргө жаңы конушунда 'Ден соолук жарманкеси' болуп өттү. Күндүн ысыгына карабай көптөгөн жергиликтүү калк келип катыша алышты","Child Health","2023-02-14","313","2","0"
"ru","social","social_ru","118","'Балапан' мектеби, Ак-Ордо","Child Health","2023-02-14","583","0","0"
"ru","social","social_ru","119","Жайдын акыркы күндөрү Ак-Өргө жаңы конушундагы балдардын ден соолугун чыңдоо борборунда ийгиликтүү өткөрүлдү","Child Health","2023-02-14","213","2","0"
"ru","social","social_ru","12","Медициналык кароо башталды.","Child Health","2023-02-10","224","2","0"
"ru","social","social_ru","120","Обучение по укреплению компетентности в сфере здравоохранения","Child Health","2023-02-14","351","2","0"
"ru","social","social_ru","121","Ак-Өргө жаңы конушунда кино кечеси","Child Health","2023-02-14","514","2","0"
"ru","social","social_ru","122","Ак-Өргө кино күнү","Child Health","2023-02-14","403","1","0"
"ru","social","social_ru","123","Конкурс здоровья","Child Health","2023-02-14","666","2","0"
"ru","social","social_ru","124","Professor O Ka Shil shared her experience with the students of the KSMU Faculty of VSO","Child Health","2023-02-14","892","2","0"
"ru","social","social_ru","125","Тем временем студенты КГМА кафедры ВСО усердно проходят практику элективного курса “Организация работы патронажной медицинской сестры в новостройках”","Child Health","2023-02-14","358","1","0"
"ru","social","social_ru","126","Прошлая неделя в Центр укрепления здоровья детей Ак-Ордо и Ак-Орго завершился в плодотворной ноте","Child Health","2023-02-14","307","2","0"
"ru","social","social_ru","127","Одним из кульминационных моментов 'Конкурса здоровья' был сессия викторины","Child Health","2023-02-14","382","2","0"
"ru","social","social_ru","128","В ходе 'Конкурса здоровья' было возможность показать свой талант","Child Health","2023-02-14","402","2","0"
"ru","social","social_ru","129","Ден соолук сынагынын алдында макала сынагын жарыялап бир ай ичинде бир нече кызыктуу дил баяндарды ала алдык.","Child Health","2023-02-14","569","2","0"
"ru","social","social_ru","13","Балдардын ден соолугун кароо башталды!!!","Child Health","2023-02-10","132","2","0"
"ru","social","social_ru","130","Заседание консультативного комитета","Child Health","2023-02-14","704","2","0"
"ru","social","social_ru","131","Заключительная отчетная сессия","Child Health","2023-02-14","476","2","0"
"ru","social","social_ru","132","Медициналык кароо, ата-энелерге туура тамактануу, тазалык, ден соолуктун маанилүүлүгү тууралуу түшүндүрүү иш-чараларынын адистери","Child Health","2023-02-14","286","2","0"
"ru","social","social_ru","133","Ак-Өргө балдардын ден соолугун коргоо борборунда жемиштүү дем алыш","Child Health","2023-02-14","243","1","0"
"ru","social","social_ru","134","Очередное собрание наших активистов","Child Health","2023-02-14","255","1","0"
"ru","social","social_ru","135","Ак-Ордонун кичинекей бөбөктөрү 'Балапан' оюн-зоок мектебине келишип өздөрүнүн кылдарын, тилектерин жазып кыял багына чаптапа кетишти","Child Health","2023-02-14","327","2","0"
"ru","social","social_ru","136","Ак-Өргө жана Ак-Ордо жаңы конушунда балдардын ден соолугун чыңдоо борборунда быйылкы жыл жемиштүү башталды","Child Health","2023-02-14","317","2","0"
"ru","social","social_ru","137","Былпылдак классы","Child Health","2023-02-14","721","2","0"
"ru","social","social_ru","138","Былпылдак класс","Child Health","2023-02-14","94","0","0"
"ru","social","social_ru","139","Ак-Ордо балдардын ден соолугун чыңдоо борборундагы кыял багы күндөн күнгө өсүп, чоңоюп жатат","Child Health","2023-02-14","172","2","0"
"ru","social","social_ru","14","Жаркын Кыргызстан командасы үчүн бүгүн жемиштүү күн болду.","Child Health","2023-02-10","559","2","0"
"ru","social","social_ru","140","Анализ практического курса СД в КГМА","Child Health","2023-02-14","1031","2","0"
"ru","social","social_ru","141","Укрепление потенциала практического обучения кафедры сестринского дела КГМА: практическое обучение СД в Республике Корея","Child Health","2023-02-14","1029","2","0"
"ru","social","social_ru","143","Вчера мы приняли участие в V съезде медицинских сестер и акушерок КР, который прошел в Иссык-куле","GES","2023-02-16","1093","2","0"
"ru","social","social_ru","144","Мы рады поделится с Вами новостями Жаркын Кыргызстан GES!","GES","2023-02-16","1814","2","0"
"ru","social","social_ru","145","Вас вновь приветствует проект Жаркын Кыргызстан: Поддержка глобального образования (GES)","GES","2023-02-16","1433","2","0"
"ru","social","social_ru","146","Мы рады сообщить Вам о завершении проекта 2021г. «Совместное кыргызско-корейское исследование по разработке политики в области сестринского образования в Кыргызской Республике»","GES","2023-02-16","1433","2","0"
"ru","social","social_ru","149","Четвертая Образовательная сессия “Внедрение и планирование эффективной стратегии информационной системы здравоохранения в Кыргызской Республике”","LUPIC","2023-03-28","2005","2","0"
"ru","social","social_ru","15","19.07.2017 Байкоочу мүчөлөрүнүн семинары","Child Health","2023-02-10","266","1","0"
"ru","social","social_ru","151","5-ая Образовательная сессия 'Образовательная программа подготовки бакалавров по направлению Сестринское дело' прошла 29 марта 2023 года","LUPIC","2023-04-03","1041","2","0"
"ru","social","social_ru","152","Решение Кабинета министров: Программа бакалавриата и магистратуры по направлению 'Сестринское дело'","LUPIC","2023-06-07","1697","3","0"
"ru","social","social_ru","153","Продолжается сотрудничество корейско-кыргызской экспертной группы по разработке плана курса новой программы бакалавриата.","LUPIC","2023-06-07","1971","4","0"
"ru","social","social_ru","154","Успешное завершение воркшопа для экспертов Жаркын Кыргызстан-LUPIC!","LUPIC","2023-06-07","1458","4","0"
"ru","social","social_ru","156","Летние интенсивные занятия начались с увлекательного 'Семинара по повышению потенциала преподавателей'!","LUPIC","2023-06-27","926","4","0"
"ru","social","social_ru","157","Встреча с ректоратом КГМА им. И.К Ахунбаева","LUPIC","2023-06-27","833","4","0"
"ru","social","social_ru","158","4-й Международный Форум Сестринского Дела","LUPIC","2023-06-30","2635","9","0"
"ru","social","social_ru","159","Второй день семинара по повышению квалификации преподавателей","LUPIC","2023-07-28","863","5","0"
"ru","social","social_ru","16","19.07.2017 Жаркын Кыргызстандын жайы","Child Health","2023-02-10","461","0","0"
"ru","social","social_ru","160","Последний день семинара по повышению квалификации преподавателей","LUPIC","2023-07-28","910","6","0"
"ru","social","social_ru","161","Встреча с Ассоциацией Специалистов Сестринского дела Кыргызской Республики","LUPIC","2023-08-02","954","2","0"
"ru","social","social_ru","162","Встреча с Министерством Образования и науки Кыргызской Республики","LUPIC","2023-08-02","1019","2","0"
"ru","social","social_ru","163","Встреча с Центром Электронного Здравоохранения КР","LUPIC","2023-08-02","899","2","0"
"ru","social","social_ru","164","Встреча с членами проекта Жаркын Кыргызстан-LUPIC от КГМА им. И.К Ахунбаева","LUPIC","2023-08-02","702","3","0"
"ru","social","social_ru","165","Встреча с представительством регионального офиса ВОЗ в Кыргызской Республике","LUPIC","2023-08-02","728","2","0"
"ru","social","social_ru","167","Июль 2023 года. Семинар по повышению квалификации ППС в Абу-Даби: Развитие исследовательского потенциала!","LUPIC","2023-08-22","1616","1","0"
"ru","social","social_ru","168","Встреча с головным офисом Sigma Theta Tau International","LUPIC","2023-08-22","1789","4","0"
"ru","social","social_ru","169","В октябре 2023 года состоялся Семинар по укреплению исследовательских навыков!","LUPIC","2023-10-12","1587","3","0"
"ru","social","social_ru","17","20.07.2017 2017-жылдын медициналык илимий семинары","Child Health","2023-02-10","618","2","0"
"ru","social","social_ru","170","November M&E: Kyrgyz Republic Ministry of Health affiliated EHealth Center, Educator for Health Information System, and Health Care Provider Meetings (FGI) at FMC 5 and 7-","LUPIC","2023-11-23","6","3","0"
"ru","social","social_ru","171","(November 18, 2023) Visiting the 'Republican Hospital of Infectious Disease' and Meeting with the Head Physician and Deputy Chief of Nursing","LUPIC","2023-11-23","147","4","0"
"ru","social","social_ru","172","(November 19, 2023) Meeting with the Director and Business analysis of the eHealth Center under the Ministry of Health. - Collaboration for National Healthcare Information System","LUPIC","2023-11-23","185","2","0"
"ru","social","social_ru","173","(November 20, 2023) Visiting the Construction Site of the New Building for the Department of Nursing of I. K. Akhunbaev KSMA.","LUPIC","2023-11-23","132","3","0"
"ru","social","social_ru","174","(November 20, 2023) Welcoming Day of our future Nurses - Celebrating the opening of the first BSN program in the Kyrgyz Republic","LUPIC","2023-11-23","135","7","0"
"ru","social","social_ru","175","(November 20, 2023) The first day of team working of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","139","3","0"
"ru","social","social_ru","176","(November 20, 2023) Meeting with the Vice rector and Working Group members of MSN Program (MSN: Master’s degree in Nursing)","LUPIC","2023-11-23","130","3","0"
"ru","social","social_ru","177","(November 21, 2023) Team working #2 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","125","3","0"
"ru","social","social_ru","178","(November 21, 2023) Faculty Development Workshop with Faculty members of Department of Nursing - Strategic Planning for Enhancing Infrastructure for Nursing Education and Healthcare Informatics Competencies.","LUPIC","2023-11-23","214","4","0"
"ru","social","social_ru","179","(November 21, 2023) Team working #3 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","125","3","0"
"ru","social","social_ru","18","21.07.2017 Саламаттыкты сактоо активисттердин айлык жоолугушуусу","Child Health","2023-02-10","357","2","0"
"ru","social","social_ru","180","(November 21, 2023) Team working #4 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-30","125","4","0"
"ru","social","social_ru","181","(November 22, 2023) Meeting with Dean (Faculty of Bioengineering and Nursing) for discussing strategies for student supports","LUPIC","2023-11-30","131","1","0"
"ru","social","social_ru","182","(November 22, 2023) Faculty Development Workshop #1 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","LUPIC","2023-11-30","235","5","0"
"ru","social","social_ru","183","(November 23, 2023) Meeting with the Head of Department of Healthcare Education and Science, Ministry of Health.","LUPIC","2023-11-30","119","3","0"
"ru","social","social_ru","184","(November 23, 2023) Faculty Development Workshop #2 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","LUPIC","2023-11-30","235","6","0"
"ru","social","social_ru","185","(November 24, 2023) Workshop and Working Group Meeting: Healthcare National/Sectoral Qualification fr amework Development","LUPIC","2023-11-30","127","5","0"
"ru","social","social_ru","186","(November 24, 2023) Meeting with the President of Nurse Association of the Kyrgyz Republic","LUPIC","2023-11-30","97","2","0"
"ru","social","social_ru","187","(January 24th, 2024) Faculty Development Workshop #1 with Faculty members for Nursing Bachelor's Program: 1) Development of Curriculum (Textbooks) 2) Establishment of Evaluation Criteria for Clinical Nursing Skills and Development of Training Videos","LUPIC","2024-01-25","256","4","0"
"ru","social","social_ru","188","(January 25th, 2024) Faculty Development Workshop #2 with Faculty members: Nursing Teaching and Learning Methods and Enhancement of Research Skills","LUPIC","2024-01-26","244","5","0"
"ru","social","social_ru","189","Профессор Хёнсук Шин (главный исследователь BK-LUPIC) награждена Почетной медалью КГМА имени И.К. Ахунбаева","LUPIC","2024-03-28","1264","1","0"
"ru","social","social_ru","19","21/07/2017 Мээрмандар жана саламаттыкты сактоо активистердин отчеттук жыйыны","Child Health","2023-02-10","857","2","0"
"ru","social","social_ru","190","30. JAN 2024. Совещание по усовершенствованию учебной программы бакалавриата по сестринскому делу в Кыргызской Республике","LUPIC","2024-05-01","1758","2","0"
"ru","social","social_ru","191","Стремление к высотам! : Наращивание потенциала в области лидерства, научных исследований и практического преподавания","LUPIC","2024-07-17","124","8","0"
"ru","social","social_ru","192","ИЮЛЬ 2024 Семинар “Жаркын Кыргызстан”-LUPIC РЕФОРМЫ В СЕСТРИНСКОМ ОБРАЗОВАНИИ: многоуровневая система подготовки медсестер","LUPIC","2024-07-17","129","7","0"
"ru","social","social_ru","193","BK-LUPIC июльский отчет","LUPIC","2024-07-25","30","0","1"
"ru","social","social_ru","194","Кёнхидэский университет BK-LUPIC успешно провёл VI Международный форум сестринского дела в Кыргызской Республике","LUPIC","2025-05-26","5793","0","1"
"ru","social","social_ru","20","21.07.2017 Аткаруу комитетинин айлык жоолугушуусу","Child Health","2023-02-10","396","2","0"
"ru","social","social_ru","21","27 - аяк оона айы. Коомдук саламаттыкты сактоо кызматкерлеринин кезектеги отуруму","Child Health","2023-02-10","436","2","0"
"ru","social","social_ru","22","29 - аяк оона айы, аткаруу комитетинин кезектеги сессиясы","Child Health","2023-02-10","728","2","0"
"ru","social","social_ru","23","Ак -Ордою Аяк оона. Мониторинг жолугушуу","Child Health","2023-02-13","722","2","0"
"ru","social","social_ru","24","2017. 10. 5 Практика жүзүндө саламаттыкты сактоо окуу процесси","Child Health","2023-02-13","773","2","0"
"ru","social","social_ru","25","2017.10.19 аткаруу комитети менен коомдук саламатыкты сактоо мүчөлөрүнүн кезектеги отуруму","Child Health","2023-02-13","410","2","0"
"ru","social","social_ru","26","2017.11.04, на конкурсе здоровья.","Child Health","2023-02-13","293","2","0"
"ru","social","social_ru","27","3х дневный обучающий семинар","Child Health","2023-02-13","322","2","0"
"ru","social","social_ru","28","Ден соолук сынагы","Child Health","2023-02-13","1429","2","0"
"ru","social","social_ru","29","Жаркын Кыргызстан 19-декабрьда Кенг Хи Университетинин медициналык борборунда долбоордун бир жылдык жыйынтыгы тууралуу чогулуш өткөрдү.","Child Health","2023-02-13","509","2","0"
"ru","social","social_ru","3","Департамент здравоохранения г. Бишкек. Встреча с главным специалистом департамента Гульназ Бопинаевной. Обсуждение проекта","Child Health","2023-02-10","326","1","0"
"ru","social","social_ru","30","22 декабря состоялась последный день регулярной собрании общественных активистов здравоохранения.","Child Health","2023-02-13","378","2","0"
"ru","social","social_ru","31","Встреча со средней школой #77 и осмотр состояния ремонтирования уборной","Child Health","2023-02-13","195","2","0"
"ru","social","social_ru","32","ГСВ#4 Ак-Ордо","Child Health","2023-02-13","142","2","0"
"ru","social","social_ru","33","Регулярное собрание исполнительного комитета и общественных активистов здравоохранения.","Child Health","2023-02-13","94","2","0"
"ru","social","social_ru","34","UNICEF менен жыйналыш","Child Health","2023-02-13","522","2","0"
"ru","social","social_ru","35","Местный офис Жаркын Кыргызстан к новому году переехал в новый уютный офис, который находится в бульваре Молодая Гвардия.","Child Health","2023-02-13","449","2","0"
"ru","social","social_ru","36","[Child Health] Второй год проекта Жаркын Кыргызстан начался в полном масшабе.","Child Health","2023-02-13","989","2","0"
"ru","social","social_ru","37","[Child Health] 31 января 2018 в среду успешно завершили открытие Центра по укреплению здоровья детей в рамках проекта Жаркын Кыргызстан.","Child Health","2023-02-13","879","2","0"
"ru","social","social_ru","38","Жаркын Кыргызстан долбоору 31 январьда байкоочу комитет, аткаруу комитет жана активисттер(лидер апалар) жана башка долбоордун негизки мучөлөру менен биргеликте долбоордун 2-чи жылынын ачылыш жыйналышын өткөрду.","Child Health","2023-02-13","1541","2","0"
"ru","social","social_ru","39","2018 жыл 15-16 февральда Жаркын Кыргызстан долбоорунун негизинде жаны тургузулган балдардын ден соолугун чындоо борборунда 2 кун тренинг откозулду.","Child Health","2023-02-13","435","2","0"
"ru","social","social_ru","4","Посещение Бишкекского государственного медицинского колледжа. Посетили медицинский колледж","Child Health","2023-02-10","187","2","0"
"ru","social","social_ru","40","Кечээ Кыргызстанда 2018жыл 21- февральда 'Эне тил'куну белгиленди.","Child Health","2023-02-13","356","2","0"
"ru","social","social_ru","41","'Туура тамактануу жана Кан аздуулук' боюнча 2 кундук семинар 3-4-апрель айында болуп отту. Активист эжелер учун.","Child Health","2023-02-13","119","2","0"
"ru","social","social_ru","42","Ар ай сайын Ак-Өрдө жана Ак-Өргө жаңы конуштарында маалымат топтоо жана талдоо жыйыны өткөрүлүп келет.","Child Health","2023-02-13","501","1","0"
"ru","social","social_ru","43","Бугун 3-майда Ак Орго мектеп окуучулар учун, тренинг болду.","Child Health","2023-02-13","304","0","0"
"ru","social","social_ru","44","К ОРГО 77-84-мектеп окуучулары, 'Тишти туура тазалоо, туура кам коруу' боюнча тренинг 03-майда болуп отту...","Child Health","2023-02-13","134","0","0"
"ru","social","social_ru","45","Ак Орго активисттери менен мед айымдар чогулушу болуп отту...","Child Health","2023-02-13","118","1","0"
"ru","social","social_ru","46","Сегодня 2018г.17 мая в ЦСМ #12 в рамках проекта Жаркын Кыргызстан состоялась встреча исполнительного комитета.","Child Health","2023-02-13","281","1","0"
"ru","social","social_ru","47","22-мая в офисе Global Friend состоялась встреча, в которой приняли участие сотрудники Кыргызской Государственной Медицинской академии (КГМА) имени Ахунбаева и Центра Семейной Медицины #12.","Child Health","2023-02-13","595","1","0"
"ru","social","social_ru","48","Кечээ Акордо Акорго Уйбулолук дарыгерлер тобунун мед айым врачтарына 'Баланын физикалык осуусу' темасына лекция окулду.","Child Health","2023-02-13","384","2","0"
"ru","social","social_ru","49","Международная конференция 2018г. ‘Здоровье детей и сестринское образование’","Child Health","2023-02-13","82","1","0"
"ru","social","social_ru","5","В Ак-орго была проведена презентация проекта по укреплению здоровья детей в новостройках 'Жаркын Кыргызстан' и семинар","Child Health","2023-02-10","334","2","0"
"ru","social","social_ru","50","AK ORDO","Child Health","2023-02-13","74","0","0"
"ru","social","social_ru","51","2018-жылдын жайкы программасы башталды!","Child Health","2023-02-13","46","2","0"
"ru","social","social_ru","59","Жаркын Кыргызстандын кадамдары.","Child Health","2023-02-13","753","2","0"
"ru","social","social_ru","6","Презентация проекта для исполнительного комитета","Child Health","2023-02-10","290","2","0"
"ru","social","social_ru","60","Бүгүнкү күн ЮНИСЕФтин кеңсесине баш багып Иманалиева Ч. айым менен жоолугушуу өткөрдүк.","Child Health","2023-02-13","609","2","0"
"ru","social","social_ru","61","Бүгүн эртеден баштап Ак-Ордо, Ак-Өргө активист апалар менен жоолугушу болуп өттү.","Child Health","2023-02-13","497","2","0"
"ru","social","social_ru","62","№2 Ак-Өргө поликлиникасында жаш балдардын ден соолугун чыңдоо максатында “Ден соолук жарманкеси” болуп өттү","Child Health","2023-02-13","639","2","0"
"ru","social","social_ru","63","№4 Ак-Ордо поликлиникасында жаш балдардын ден соолугун чыңдоо максатында “Ден соолук жарманкеси” болуп өттү","Child Health","2023-02-13","729","2","0"
"ru","social","social_ru","64","8 августа с сроком на 4 месяца профессор Лим отправилась в Кыргызстан с целью поддержки проекту 'Жаркын Кыргызстан'.","Child Health","2023-02-13","325","1","0"
"ru","social","social_ru","65","Ак-Өргө жаш балдардын ден соолугун коргоо борборунда апалар үчүн 'апалардын ден соолугу' классы ачылып 'Анемия жана тамак-аш' теманын алкагында лекция өткөрүлдү","Child Health","2023-02-13","318","2","0"
"ru","social","social_ru","66","~ Активисты жил. массива Ак-Ордо начали изготовление войлочной книжки.","Child Health","2023-02-13","77","2","0"
"ru","social","social_ru","67","Ак Ордо активист эжелердин бугун кийизден колго жасап баштаган биринчи баракчасы...","Child Health","2023-02-13","124","2","0"
"ru","social","social_ru","68","18-сентября 2018года в рамках проекта' Жаркын Кыргызстан' в КГМА имени И.Ахунбаева согласно графику проведения занятий состоялась лекция профессора из Кореи Лим Синг Джу на тему 'Коммуникация и сотрудничество'","Child Health","2023-02-13","450","2","0"
"ru","social","social_ru","69","20 октября 2018 года в жилмассивах Ак-Ордо и Ак-Өргө будет проходить 'Конкурс здоровья'.","Child Health","2023-02-13","271","1","0"
"ru","social","social_ru","7","14-апрелде Ак-Өргө конушунун поликлиникасынын жамаатына (өзгөчө медайымдар) балдарды кароо боюнча үйрөтүү өткөрүлдү.","Child Health","2023-02-10","312","2","0"
"ru","social","social_ru","70","Брошюры проекта 'Жарык Кыргызстан' уже готовы, можете получить их в день 'Конкурса здоровья'","Child Health","2023-02-13","99","2","0"
"ru","social","social_ru","71","2018-жылдын 20-чы октябрь күнү өтө турчу 'Ден соолук сынагы' үй-бүлө менен чогу жөө жүрүш менен башталат.","Child Health","2023-02-13","283","1","0"
"ru","social","social_ru","72","Ак-Өргө жаңы конушундагы активист эжелер да кийиз китепчени жазап башташып, ар бир бөлүкчөлөрүн кылдаттык менен жазап жатышат.","Child Health","2023-02-13","286","2","0"
"ru","social","social_ru","73","#77-орто мектептин 'ден соолук кызматчылары'нын ден соолук жумалыгындагы иш чараларына кубо болунуздар","Child Health","2023-02-13","306","2","0"
"ru","social","social_ru","74","Ден Соолук сынагына даярдык","Child Health","2023-02-13","364","2","0"
"ru","social","social_ru","75","Ден Соолук сынагына даярдык","Child Health","2023-02-13","355","2","0"
"ru","social","social_ru","76","Жаркын Кыргызстан менен үй-бүлө жөө жүрүш күнү","Child Health","2023-02-13","133","2","0"
"ru","social","social_ru","77","Жаркын Кыргызстан менен 2018-жылдын Ден соолук сынагы, 20-октябрь, 2018-жыл","Child Health","2023-02-13","239","2","0"
"ru","social","social_ru","78","жаңы конуштардагы жаш балдардын ден соолугун чыңдоо борборунда 'Биргеликте чоңойткон ден соолугу чын биздин жаш балдар' кыялыбыз оорундалат деген терең ишеничтебиз!","Child Health","2023-02-13","844","2","0"
"ru","social","social_ru","79","В КГМА начался практический курс по 'Сестринскому делу в региональном обществе'","Child Health","2023-02-13","308","2","0"
"ru","social","social_ru","8","6-апрелде 12 - поликлиникада (Центр семейной медицины №12) Ак-Өргө, Ак-Ордо поликлиникасынан келген аткаруу комитетинин мүчөлөрүнүн жыйналышы өттү.","Child Health","2023-02-10","312","2","0"
"ru","social","social_ru","80","Привлечение университета к развитию регионального общества.","Child Health","2023-02-13","458","1","0"
"ru","social","social_ru","81","Класс здоровья: Здоровые родители и хорошее родительство","Child Health","2023-02-13","357","2","0"
"ru","social","social_ru","82","Акордо жана Акоргоо жаны конуштарындагы Жаркын Кыргызстан долбоорунун активист эжелери тигуучу машинга ээ болушту","Child Health","2023-02-13","265","2","0"
"ru","social","social_ru","83","Дени сак балдар, дени сак келечек!","Child Health","2023-02-13","124","0","0"
"ru","social","social_ru","84","Биздин команданын чогулушу болуп отту 20190127","Child Health","2023-02-14","124","1","0"
"ru","social","social_ru","85","ЮНИСЕФ менен чогулуш өткөрүп жатабыз...","Child Health","2023-02-14","55","1","0"
"ru","social","social_ru","86","ЮНИСЕФ","Child Health","2023-02-14","13","1","0"
"ru","social","social_ru","87","РЦУЗ менен отуп жаткан чогулушу","Child Health","2023-02-14","39","1","0"
"ru","social","social_ru","88","ЦСМ12 менен чогулушка келдик.","Child Health","2023-02-14","36","1","0"
"ru","social","social_ru","89","КГМА.20190129","Child Health","2023-02-14","20","1","0"
"ru","social","social_ru","9","Ак-Ордонун Поликлиникасында (ГСВ) Ак-Өргө, Ак-Ордо конуштарынын активисттеринин (апалардын өкүлдөрү) жыйналышы өткөрүлдү.","Child Health","2023-02-10","659","2","0"
"ru","social","social_ru","90","KHU-KSMA collaborative seminar","Child Health","2023-02-14","97","0","0"
"ru","social","social_ru","92","Балдар менен биргеликте өткөргөн убакыт эң маанилүү жана пайдалуу","Child Health","2023-02-14","441","0","0"
"ru","social","social_ru","93","В честь международного женского дня мамы-активисты, мед. работники поликлиники и мамы жилмассива Ак- Орго провели мероприятие в центре здравоохранения детей Ак-Орго","Child Health","2023-02-14","539","2","0"
"ru","social","social_ru","94","В честь международного женского дня мамы-активисты, мед. работники поликлиники и мамы жилмассива Ак-Ордо провели мероприятие в центре здравоохранения детей Ак-Ордо","Child Health","2023-02-14","584","2","0"
"ru","social","social_ru","95","Ак Ордо жана Ак Оргоонун 5 жашка чейинки балдарын Уй булолук дарыгерлер тобунун короосундагы 'Эне жана бала комплексине' китеп окууга чакырабыз","Child Health","2023-02-14","267","1","0"
"ru","social","social_ru","96","Китеп билим булагы","Child Health","2023-02-14","638","0","0"
"ru","social","social_ru","97","Детская игровая школа «Балапан»","Child Health","2023-02-14","322","0","0"
"ru","social","social_ru","98","2019.04.22_ Детская игровая школа 'Балапан'","Child Health","2023-02-14","350","0","0"
"ru","social","social_ru","99","Тренинг в детском игровом школе 'Балапан' для волонтеров (CHW Ак-Ордо и Ак-Өргө)","Child Health","2023-02-14","313","0","0"
