"언어","종류","게시판","idx","번호","카테고리","제목","작성자","등록일","조회"
"ru","social","social_ru","139","126","Child Health","Ак-Ордо балдардын ден соолугун чыңдоо борборундагы кыял багы күндөн күнгө өсүп, чоңоюп жатат","관리자","2023-02-14","273"
"ru","social","social_ru","138","125","Child Health","Былпылдак класс","관리자","2023-02-14","239"
"ru","social","social_ru","137","124","Child Health","Былпылдак классы","관리자","2023-02-14","300"
"ru","social","social_ru","136","123","Child Health","Ак-Өргө жана Ак-Ордо жаңы конушунда балдардын ден соолугун чыңдоо борборунда быйылкы жыл жемиштүү башталды","관리자","2023-02-14","272"
"ru","social","social_ru","135","122","Child Health","Ак-Ордонун кичинекей бөбөктөрү 'Балапан' оюн-зоок мектебине келишип өздөрүнүн кылдарын, тилектерин жазып кыял багына чаптапа кетишти","관리자","2023-02-14","297"
"ru","social","social_ru","134","121","Child Health","Очередное собрание наших активистов","관리자","2023-02-14","284"
"ru","social","social_ru","133","120","Child Health","Ак-Өргө балдардын ден соолугун коргоо борборунда жемиштүү дем алыш","관리자","2023-02-14","262"
"ru","social","social_ru","132","119","Child Health","Медициналык кароо, ата-энелерге туура тамактануу, тазалык, ден соолуктун маанилүүлүгү тууралуу түшүндүрүү иш-чараларынын адистери","관리자","2023-02-14","273"
"ru","social","social_ru","131","118","Child Health","Заключительная отчетная сессия","관리자","2023-02-14","144"
"ru","social","social_ru","130","117","Child Health","Заседание консультативного комитета","관리자","2023-02-14","144"
"ru","social","social_ru","129","116","Child Health","Ден соолук сынагынын алдында макала сынагын жарыялап бир ай ичинде бир нече кызыктуу дил баяндарды ала алдык.","관리자","2023-02-14","167"
"ru","social","social_ru","128","115","Child Health","В ходе 'Конкурса здоровья' было возможность показать свой талант","관리자","2023-02-14","138"
"ru","social","social_ru","127","114","Child Health","Одним из кульминационных моментов 'Конкурса здоровья' был сессия викторины","관리자","2023-02-14","130"
"ru","social","social_ru","126","113","Child Health","Прошлая неделя в Центр укрепления здоровья детей Ак-Ордо и Ак-Орго завершился в плодотворной ноте","관리자","2023-02-14","129"
"ru","social","social_ru","125","112","Child Health","Тем временем студенты КГМА кафедры ВСО усердно проходят практику элективного курса “Организация работы патронажной медицинской сестры в новостройках”","관리자","2023-02-14","139"
"ru","social","social_ru","124","111","Child Health","Professor O Ka Shil shared her experience with the students of the KSMU Faculty of VSO","관리자","2023-02-14","170"
"ru","social","social_ru","123","110","Child Health","Конкурс здоровья","관리자","2023-02-14","122"
"ru","social","social_ru","122","109","Child Health","Ак-Өргө кино күнү","관리자","2023-02-14","129"
"ru","social","social_ru","121","108","Child Health","Ак-Өргө жаңы конушунда кино кечеси","관리자","2023-02-14","148"
"ru","social","social_ru","120","107","Child Health","Обучение по укреплению компетентности в сфере здравоохранения","관리자","2023-02-14","117"
"ru","social","social_ru","119","106","Child Health","Жайдын акыркы күндөрү Ак-Өргө жаңы конушундагы балдардын ден соолугун чыңдоо борборунда ийгиликтүү өткөрүлдү","관리자","2023-02-14","128"
"ru","social","social_ru","118","105","Child Health","'Балапан' мектеби, Ак-Ордо","관리자","2023-02-14","143"
"ru","social","social_ru","117","104","Child Health","15-чи июль Ак-Ордо, 16-июль Ак-Өргө жаңы конушунда 'Ден соолук жарманкеси' болуп өттү. Күндүн ысыгына карабай көптөгөн жергиликтүү калк келип катыша алышты","관리자","2023-02-14","151"
"ru","social","social_ru","116","103","Child Health","Жайкы мектептин эң маанилүү күнү 'Маданият алмашуу күнү' 2019-жылдын 13 июдунда болуп өттү.","관리자","2023-02-14","126"
"ru","social","social_ru","115","102","Child Health","Бүгүн КММАда экинчи ирет семинар өткөрүлдү","관리자","2023-02-14","115"
"ru","social","social_ru","114","101","Child Health","11-чи июль 2019-жыл Жаркын Кыргызстан жана мониторинг жүргүзүү командасы абдан жемиштүү күн өткөрүштү","관리자","2023-02-14","103"
"ru","social","social_ru","113","100","Child Health","КГМАда Балдардын ден соолугу жана медайымдык иш окуусу жөнүндө эл аралык конференция болуп өттү","관리자","2023-02-14","96"
"ru","social","social_ru","112","99","Child Health","10-чу июль 2019-жыл РЦУЗда жыйын","관리자","2023-02-14","97"
"ru","social","social_ru","111","98","Child Health","7-чи июль 2019-жыл, КР Саламаттыкты сактоо министирлигинде жыйын","관리자","2023-02-14","103"
"ru","social","social_ru","110","97","Child Health","Жаркын Кыргызстан глобалдык билим берүү Семинардын алкагында КГМА ВСО кафедрасынын потенциалын жогорулатуу боюнча стратегиялык план тууралуу сүйлөшүүлөр өттү","관리자","2023-02-14","115"
"ru","social","social_ru","109","96","Child Health","Кыргызстанга келген Жаркын Кыргызстан проектисинин өкүлдөрү жана мониторинг командасы өз ишин жолугушуулардан баштады!","관리자","2023-02-14","124"
"ru","social","social_ru","108","95","Child Health","Бүгүн, 2019-07-07да Жаркын Кыргызстан долбоорунун специалисттер командасы жана 11-чи GLP командасы Инчон аэропорттон Кыргызстанга сапар алды","관리자","2023-02-14","119"
"ru","social","social_ru","107","94","Child Health","2019жыл 1-июнь балдардын эл аралык кунун дуйно жузундо 1949 жылдан бери белгиленсе биздин 'Жаркын Кыргызстан'долбоору Акордо Акорго конуштарында 2017 жылдан бери белгилеп келет","관리자","2023-02-14","96"
"ru","social","social_ru","106","93","Child Health","Балапан","관리자","2023-02-14","85"
"ru","social","social_ru","105","92","Child Health","Встреча по методологии исследования с исследователями КГМА","관리자","2023-02-14","83"
"ru","social","social_ru","104","91","Child Health","Встреча для партнерства с ЮНИСЕФ","관리자","2023-02-14","96"
"ru","social","social_ru","100","90","Child Health","Наши друзья, лучшее и более инклюзивное партнерство","관리자","2023-02-14","129"
"ru","social","social_ru","99","89","Child Health","Тренинг в детском игровом школе 'Балапан' для волонтеров (CHW Ак-Ордо и Ак-Өргө)","관리자","2023-02-14","110"
"ru","social","social_ru","98","88","Child Health","2019.04.22_ Детская игровая школа 'Балапан'","관리자","2023-02-14","115"
"ru","social","social_ru","97","87","Child Health","Детская игровая школа «Балапан»","관리자","2023-02-14","113"
"ru","social","social_ru","96","86","Child Health","Китеп билим булагы","관리자","2023-02-14","104"
"ru","social","social_ru","95","85","Child Health","Ак Ордо жана Ак Оргоонун 5 жашка чейинки балдарын Уй булолук дарыгерлер тобунун короосундагы 'Эне жана бала комплексине' китеп окууга чакырабыз","관리자","2023-02-14","111"
"ru","social","social_ru","94","84","Child Health","В честь международного женского дня мамы-активисты, мед. работники поликлиники и мамы жилмассива Ак-Ордо провели мероприятие в центре здравоохранения детей Ак-Ордо","관리자","2023-02-14","136"
"ru","social","social_ru","93","83","Child Health","В честь международного женского дня мамы-активисты, мед. работники поликлиники и мамы жилмассива Ак- Орго провели мероприятие в центре здравоохранения детей Ак-Орго","관리자","2023-02-14","114"
"ru","social","social_ru","92","82","Child Health","Балдар менен биргеликте өткөргөн убакыт эң маанилүү жана пайдалуу","관리자","2023-02-14","123"
"ru","social","social_ru","90","81","Child Health","KHU-KSMA collaborative seminar","관리자","2023-02-14","117"
"ru","social","social_ru","89","80","Child Health","КГМА.20190129","관리자","2023-02-14","120"
"ru","social","social_ru","88","79","Child Health","ЦСМ12 менен чогулушка келдик.","관리자","2023-02-14","113"
"ru","social","social_ru","87","78","Child Health","РЦУЗ менен отуп жаткан чогулушу","관리자","2023-02-14","125"
"ru","social","social_ru","86","77","Child Health","ЮНИСЕФ","관리자","2023-02-14","109"
"ru","social","social_ru","85","76","Child Health","ЮНИСЕФ менен чогулуш өткөрүп жатабыз...","관리자","2023-02-14","127"
"ru","social","social_ru","84","75","Child Health","Биздин команданын чогулушу болуп отту 20190127","관리자","2023-02-14","113"
"ru","social","social_ru","83","74","Child Health","Дени сак балдар, дени сак келечек!","관리자","2023-02-13","121"
"ru","social","social_ru","82","73","Child Health","Акордо жана Акоргоо жаны конуштарындагы Жаркын Кыргызстан долбоорунун активист эжелери тигуучу машинга ээ болушту","관리자","2023-02-13","119"
"ru","social","social_ru","81","72","Child Health","Класс здоровья: Здоровые родители и хорошее родительство","관리자","2023-02-13","104"
"ru","social","social_ru","80","71","Child Health","Привлечение университета к развитию регионального общества.","관리자","2023-02-13","95"
"ru","social","social_ru","79","70","Child Health","В КГМА начался практический курс по 'Сестринскому делу в региональном обществе'","관리자","2023-02-13","112"
"ru","social","social_ru","78","69","Child Health","жаңы конуштардагы жаш балдардын ден соолугун чыңдоо борборунда 'Биргеликте чоңойткон ден соолугу чын биздин жаш балдар' кыялыбыз оорундалат деген терең ишеничтебиз!","관리자","2023-02-13","124"
"ru","social","social_ru","77","68","Child Health","Жаркын Кыргызстан менен 2018-жылдын Ден соолук сынагы, 20-октябрь, 2018-жыл","관리자","2023-02-13","136"
"ru","social","social_ru","76","67","Child Health","Жаркын Кыргызстан менен үй-бүлө жөө жүрүш күнү","관리자","2023-02-13","108"
"ru","social","social_ru","75","66","Child Health","Ден Соолук сынагына даярдык","관리자","2023-02-13","107"
"ru","social","social_ru","74","65","Child Health","Ден Соолук сынагына даярдык","관리자","2023-02-13","128"
"ru","social","social_ru","73","64","Child Health","#77-орто мектептин 'ден соолук кызматчылары'нын ден соолук жумалыгындагы иш чараларына кубо болунуздар","관리자","2023-02-13","117"
"ru","social","social_ru","72","63","Child Health","Ак-Өргө жаңы конушундагы активист эжелер да кийиз китепчени жазап башташып, ар бир бөлүкчөлөрүн кылдаттык менен жазап жатышат.","관리자","2023-02-13","141"
"ru","social","social_ru","71","62","Child Health","2018-жылдын 20-чы октябрь күнү өтө турчу 'Ден соолук сынагы' үй-бүлө менен чогу жөө жүрүш менен башталат.","관리자","2023-02-13","120"
"ru","social","social_ru","70","61","Child Health","Брошюры проекта 'Жарык Кыргызстан' уже готовы, можете получить их в день 'Конкурса здоровья'","관리자","2023-02-13","114"
"ru","social","social_ru","69","60","Child Health","20 октября 2018 года в жилмассивах Ак-Ордо и Ак-Өргө будет проходить 'Конкурс здоровья'.","관리자","2023-02-13","86"
"ru","social","social_ru","68","59","Child Health","18-сентября 2018года в рамках проекта' Жаркын Кыргызстан' в КГМА имени И.Ахунбаева согласно графику проведения занятий состоялась лекция профессора из Кореи Лим Синг Джу на тему 'Коммуникация и сотрудничество'","관리자","2023-02-13","83"
"ru","social","social_ru","67","58","Child Health","Ак Ордо активист эжелердин бугун кийизден колго жасап баштаган биринчи баракчасы...","관리자","2023-02-13","96"
"ru","social","social_ru","66","57","Child Health","~ Активисты жил. массива Ак-Ордо начали изготовление войлочной книжки.","관리자","2023-02-13","103"
"ru","social","social_ru","65","56","Child Health","Ак-Өргө жаш балдардын ден соолугун коргоо борборунда апалар үчүн 'апалардын ден соолугу' классы ачылып 'Анемия жана тамак-аш' теманын алкагында лекция өткөрүлдү","관리자","2023-02-13","87"
"ru","social","social_ru","64","55","Child Health","8 августа с сроком на 4 месяца профессор Лим отправилась в Кыргызстан с целью поддержки проекту 'Жаркын Кыргызстан'.","관리자","2023-02-13","98"
"ru","social","social_ru","63","54","Child Health","№4 Ак-Ордо поликлиникасында жаш балдардын ден соолугун чыңдоо максатында “Ден соолук жарманкеси” болуп өттү","관리자","2023-02-13","115"
"ru","social","social_ru","62","53","Child Health","№2 Ак-Өргө поликлиникасында жаш балдардын ден соолугун чыңдоо максатында “Ден соолук жарманкеси” болуп өттү","관리자","2023-02-13","98"
"ru","social","social_ru","61","52","Child Health","Бүгүн эртеден баштап Ак-Ордо, Ак-Өргө активист апалар менен жоолугушу болуп өттү.","관리자","2023-02-13","96"
"ru","social","social_ru","60","51","Child Health","Бүгүнкү күн ЮНИСЕФтин кеңсесине баш багып Иманалиева Ч. айым менен жоолугушуу өткөрдүк.","관리자","2023-02-13","96"
"ru","social","social_ru","59","50","Child Health","Жаркын Кыргызстандын кадамдары.","관리자","2023-02-13","96"
"ru","social","social_ru","51","49","Child Health","2018-жылдын жайкы программасы башталды!","관리자","2023-02-13","78"
"ru","social","social_ru","50","48","Child Health","AK ORDO","관리자","2023-02-13","70"
"ru","social","social_ru","49","47","Child Health","Международная конференция 2018г. ‘Здоровье детей и сестринское образование’","관리자","2023-02-13","82"
"ru","social","social_ru","48","46","Child Health","Кечээ Акордо Акорго Уйбулолук дарыгерлер тобунун мед айым врачтарына 'Баланын физикалык осуусу' темасына лекция окулду.","관리자","2023-02-13","88"
"ru","social","social_ru","47","45","Child Health","22-мая в офисе Global Friend состоялась встреча, в которой приняли участие сотрудники Кыргызской Государственной Медицинской академии (КГМА) имени Ахунбаева и Центра Семейной Медицины #12.","관리자","2023-02-13","86"
"ru","social","social_ru","46","44","Child Health","Сегодня 2018г.17 мая в ЦСМ #12 в рамках проекта Жаркын Кыргызстан состоялась встреча исполнительного комитета.","관리자","2023-02-13","111"
"ru","social","social_ru","45","43","Child Health","Ак Орго активисттери менен мед айымдар чогулушу болуп отту...","관리자","2023-02-13","93"
"ru","social","social_ru","44","42","Child Health","К ОРГО 77-84-мектеп окуучулары, 'Тишти туура тазалоо, туура кам коруу' боюнча тренинг 03-майда болуп отту...","관리자","2023-02-13","89"
"ru","social","social_ru","43","41","Child Health","Бугун 3-майда Ак Орго мектеп окуучулар учун, тренинг болду.","관리자","2023-02-13","96"
"ru","social","social_ru","42","40","Child Health","Ар ай сайын Ак-Өрдө жана Ак-Өргө жаңы конуштарында маалымат топтоо жана талдоо жыйыны өткөрүлүп келет.","관리자","2023-02-13","95"
"ru","social","social_ru","41","39","Child Health","'Туура тамактануу жана Кан аздуулук' боюнча 2 кундук семинар 3-4-апрель айында болуп отту. Активист эжелер учун.","관리자","2023-02-13","96"
"ru","social","social_ru","40","38","Child Health","Кечээ Кыргызстанда 2018жыл 21- февральда 'Эне тил'куну белгиленди.","관리자","2023-02-13","87"
"ru","social","social_ru","39","37","Child Health","2018 жыл 15-16 февральда Жаркын Кыргызстан долбоорунун негизинде жаны тургузулган балдардын ден соолугун чындоо борборунда 2 кун тренинг откозулду.","관리자","2023-02-13","97"
"ru","social","social_ru","38","36","Child Health","Жаркын Кыргызстан долбоору 31 январьда байкоочу комитет, аткаруу комитет жана активисттер(лидер апалар) жана башка долбоордун негизки мучөлөру менен биргеликте долбоордун 2-чи жылынын ачылыш жыйналышын өткөрду.","관리자","2023-02-13","98"
"ru","social","social_ru","37","35","Child Health","[Child Health] 31 января 2018 в среду успешно завершили открытие Центра по укреплению здоровья детей в рамках проекта Жаркын Кыргызстан.","관리자","2023-02-13","86"
"ru","social","social_ru","36","34","Child Health","[Child Health] Второй год проекта Жаркын Кыргызстан начался в полном масшабе.","관리자","2023-02-13","98"
"ru","social","social_ru","35","33","Child Health","Местный офис Жаркын Кыргызстан к новому году переехал в новый уютный офис, который находится в бульваре Молодая Гвардия.","관리자","2023-02-13","88"
"ru","social","social_ru","34","32","Child Health","UNICEF менен жыйналыш","관리자","2023-02-13","81"
"ru","social","social_ru","33","31","Child Health","Регулярное собрание исполнительного комитета и общественных активистов здравоохранения.","관리자","2023-02-13","88"
"ru","social","social_ru","32","30","Child Health","ГСВ#4 Ак-Ордо","관리자","2023-02-13","87"
"ru","social","social_ru","31","29","Child Health","Встреча со средней школой #77 и осмотр состояния ремонтирования уборной","관리자","2023-02-13","88"
"ru","social","social_ru","30","28","Child Health","22 декабря состоялась последный день регулярной собрании общественных активистов здравоохранения.","관리자","2023-02-13","88"
"ru","social","social_ru","29","27","Child Health","Жаркын Кыргызстан 19-декабрьда Кенг Хи Университетинин медициналык борборунда долбоордун бир жылдык жыйынтыгы тууралуу чогулуш өткөрдү.","관리자","2023-02-13","85"
"ru","social","social_ru","28","26","Child Health","Ден соолук сынагы","관리자","2023-02-13","96"
"ru","social","social_ru","27","25","Child Health","3х дневный обучающий семинар","관리자","2023-02-13","86"
"ru","social","social_ru","26","24","Child Health","2017.11.04, на конкурсе здоровья.","관리자","2023-02-13","98"
"ru","social","social_ru","25","23","Child Health","2017.10.19 аткаруу комитети менен коомдук саламатыкты сактоо мүчөлөрүнүн кезектеги отуруму","관리자","2023-02-13","80"
"ru","social","social_ru","24","22","Child Health","2017. 10. 5 Практика жүзүндө саламаттыкты сактоо окуу процесси","관리자","2023-02-13","94"
"ru","social","social_ru","23","21","Child Health","Ак -Ордою Аяк оона. Мониторинг жолугушуу","관리자","2023-02-13","97"
"ru","social","social_ru","22","20","Child Health","29 - аяк оона айы, аткаруу комитетинин кезектеги сессиясы","관리자","2023-02-10","108"
"ru","social","social_ru","21","19","Child Health","27 - аяк оона айы. Коомдук саламаттыкты сактоо кызматкерлеринин кезектеги отуруму","관리자","2023-02-10","99"
"ru","social","social_ru","20","18","Child Health","21.07.2017 Аткаруу комитетинин айлык жоолугушуусу","관리자","2023-02-10","106"
"ru","social","social_ru","19","17","Child Health","21/07/2017 Мээрмандар жана саламаттыкты сактоо активистердин отчеттук жыйыны","관리자","2023-02-10","94"
"ru","social","social_ru","18","16","Child Health","21.07.2017 Саламаттыкты сактоо активисттердин айлык жоолугушуусу","관리자","2023-02-10","97"
"ru","social","social_ru","17","15","Child Health","20.07.2017 2017-жылдын медициналык илимий семинары","관리자","2023-02-10","102"
"ru","social","social_ru","16","14","Child Health","19.07.2017 Жаркын Кыргызстандын жайы","관리자","2023-02-10","102"
"ru","social","social_ru","15","13","Child Health","19.07.2017 Байкоочу мүчөлөрүнүн семинары","관리자","2023-02-10","93"
"ru","social","social_ru","14","12","Child Health","Жаркын Кыргызстан командасы үчүн бүгүн жемиштүү күн болду.","관리자","2023-02-10","132"
"ru","social","social_ru","13","11","Child Health","Балдардын ден соолугун кароо башталды!!!","관리자","2023-02-10","116"
"ru","social","social_ru","12","10","Child Health","Медициналык кароо башталды.","관리자","2023-02-10","92"
"ru","social","social_ru","11","9","Child Health","Активисттердин тренинги","관리자","2023-02-10","96"
"ru","social","social_ru","10","8","Child Health","Медайымдардын тренинги","관리자","2023-02-10","100"
"ru","social","social_ru","9","7","Child Health","Ак-Ордонун Поликлиникасында (ГСВ) Ак-Өргө, Ак-Ордо конуштарынын активисттеринин (апалардын өкүлдөрү) жыйналышы өткөрүлдү.","관리자","2023-02-10","106"
"ru","social","social_ru","8","6","Child Health","6-апрелде 12 - поликлиникада (Центр семейной медицины №12) Ак-Өргө, Ак-Ордо поликлиникасынан келген аткаруу комитетинин мүчөлөрүнүн жыйналышы өттү.","관리자","2023-02-10","105"
"ru","social","social_ru","7","5","Child Health","14-апрелде Ак-Өргө конушунун поликлиникасынын жамаатына (өзгөчө медайымдар) балдарды кароо боюнча үйрөтүү өткөрүлдү.","관리자","2023-02-10","116"
"ru","social","social_ru","6","4","Child Health","Презентация проекта для исполнительного комитета","관리자","2023-02-10","138"
"ru","social","social_ru","5","3","Child Health","В Ак-орго была проведена презентация проекта по укреплению здоровья детей в новостройках 'Жаркын Кыргызстан' и семинар","관리자","2023-02-10","104"
"ru","social","social_ru","4","2","Child Health","Посещение Бишкекского государственного медицинского колледжа. Посетили медицинский колледж","관리자","2023-02-10","95"
"ru","social","social_ru","3","1","Child Health","Департамент здравоохранения г. Бишкек. Встреча с главным специалистом департамента Гульназ Бопинаевной. Обсуждение проекта","관리자","2023-02-10","118"
